velikost_zamestnancu	pravni_forma	ico	nazev	obor_podnikani	status	platce_dph	rok_vzniku	obec	psc	statutari	nace_kody	okres	datum_vzniku
neuv.	s.r.o.	27121950	NAVIGACE, s.r.o.	Příprava tisku a digitálních dat; Zprostředkování v oblasti velkoobchodu za provizi; Maloobchod s ostatním novým zbožím; Vydávání knih, novin a ostatní vydavatelské činnosti, kromě vydávání softwaru; Reklamní činnosti	aktivní	ne	2004	Liberec	46006	Petr Koucký	18130;461;4778;581;731	Liberec	2004-02-04
neuv.	s.r.o.	26925133	TRADE MAX spol. s r.o.	Obchod s motorovými vozidly, kromě motocyklů; Opravy a údržba motorových vozidel, kromě motocyklů; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Zprostředkování v oblasti maloobchodu; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Technické zkoušky a analýzy; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ne	2004	Liberec	46008	Bohumila Havlíčková; Hans Werner Ido Bol	451;45200;461;46900;47190;4778;47990;56100;68320;7120;772	Liberec	2004-04-05
neuv.	a.s.	26776677	Good Property Investments a.s.	Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ne	2003	Liberec	46001	Petr Syrovátko; Lukáš Urban; Jiří Urban	6820	Liberec	2003-04-28
neuv.	s.r.o.	26765853	REKLEMENT s.r.o.	Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ne	2003	Liberec	46007	Leoš Smolný	6820	Liberec	2003-03-19
neuv.	s.r.o.	26762277	TRUMPF Strojírenská výroba CZ s.r.o.	Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	2003	Liberec	46312	Radek Týbl	6820	Liberec	2003-03-18
neuv.	s.r.o.	26745283	Mazut obchodní činnost, s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Skladování; Rekreační a ostatní krátkodobé ubytování; Zprostředkování v oblasti nemovitostí; Poradenství v oblasti podnikání a řízení podniků; Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti; Umělecká tvorba a činnosti v oblasti scénických umění	aktivní	ne	2002	Liberec	46001	Ondřej Vinduška	461;46900;52100;55200;68310;702;731;74;90040	Liberec	2002-12-16
neuv.	s.r.o.	26739470	Textilana DK s.r.o.	Maloobchod s ostatním novým zbožím; Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	2002	Liberec	46001	Pavel Škoda	4778;6820	Liberec	2002-11-25
neuv.	s.r.o.	26719801	Observer, s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Zprostředkování v oblasti nemovitostí; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Poradenství v oblasti podnikání a řízení podniků; Reklamní činnosti; Administrativní a kancelářské činnosti	aktivní	ne	2002			Solon Sarfatti	461;68310;68320;702;731;821		2002-08-19
neuv.	s.r.o.	26717395	AIRPORT PROPERTY INVESTMENT s.r.o.	Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	2002	Liberec	46311	Kateřina Deličová	6820	Liberec	2002-07-31
neuv.	s.r.o.	26495660	REALCHEM PRAHA s.r.o.	Zprostředkování v oblasti specializovaného velkoobchodu za provizi s ostatním zbožím; Velkoobchod s parfémy a kosmetickými přípravky; Ostatní ubytování; Zprostředkování v oblasti nemovitostí; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Poradenství v oblasti podnikání a řízení podniků	aktivní	ne	2002	Liberec	46311	Juraj Široký	4618;46450;5590;68310;68320;702	Liberec	2002-01-12
neuv.	s.r.o.	26491184	CZECH KITE FORCE s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba pryžových a plastových výrobků; Výroba dopravních prostředků a zařízení j. n.; Ostatní zpracovatelský průmysl; Nespecializovaný maloobchod; Skladování a podpůrné činnosti pro dopravu; Reklamní činnosti; Fotografické činnosti; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Ostatní vzdělávání; Umělecká tvorba a činnosti v oblasti scénických umění; Činnosti v oblasti sportu j. n.	aktivní	ano	2001	Liberec	46311	Martin Lafek	00;22;309;32;471;52;731;74200;772;855;90020;93190	Liberec	2001-11-19
neuv.	s.r.o.	26394162	WASPIK, s.r.o.	Zprostředkování v oblasti nemovitostí	aktivní	ne	2005	Liberec	46001	Viktor Hanzelín	68310	Liberec	2005-07-15
neuv.	s.r.o.	26147050	LENTO INTEX, s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Výroba pryžových a plastových výrobků; Výstavba bytových a nebytových budov; Příprava staveniště; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Pronájem a správa vlastních nebo pronajatých nemovitostí; Inženýrské činnosti a související technické poradenství; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost; Administrativní a kancelářské činnosti; Ostatní vzdělávání	aktivní	ne	2000	Liberec	46001	Jan Majzner	00;22;4120;43120;46900;471;6820;7112;772;82110;855	Liberec	2000-01-13
neuv.	s.r.o.	26089912	VERBA KRUMLOV s.r.o.	Demolice a příprava staveniště; Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti j. n.; Činnosti v oblasti zábavy a rekreace j. n.; Výroba kovových cisteren, nádrží a podobných nádob	aktivní	ne	2005	Liberec	46014	Jaroslav Rengl	431;731;74909;93290;25290	Liberec	2005-05-19
neuv.	s.r.o.	26012065	Sanningen s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Rozmnožování nahraných nosičů; Výroba kovových konstrukcí a jejich dílů; Výroba nožířských výrobků; Výroba strojů a zařízení j. n.; Sběr odpadů, kromě nebezpečných; Demolice a příprava staveniště; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Ostatní vydavatelské činnosti, kromě vydávání softwaru; Pronájem a správa vlastních nebo pronajatých nemovitostí; Inženýrské činnosti a související technické poradenství; Technické zkoušky a analýzy; Ostatní odborné, vědecké a technické činnosti j. n.	aktivní	ne	2004	Liberec	46001	Viktor Hanzelín	00;18200;25110;25610;28;38110;431;461;46900;471;58190;6820;7112;71209;74909	Liberec	2004-06-19
neuv.	s.r.o.	25953184	NERAM s.r.o.	Ostatní ubytování	aktivní	ne	2001	Liberec	46001	Henri Hyacinthus Maria Jansen	5590	Liberec	2001-05-09
neuv.	s.r.o.	25946790	H plus LB s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod	aktivní	ano	2000	Liberec	46005	Michael Plátek	461;46900	Liberec	2000-12-13
neuv.	a.s.	25728814	ALIBE a.s.	Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ano	1999	Liberec	46006	Lukáš Mourek	6820	Liberec	1999-01-19
neuv.	s.r.o.	25689118	GOLDIN s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Zprostředkování v oblasti nemovitostí; Poradenství v oblasti podnikání a řízení podniků; Překladatelské a tlumočnické činnosti	aktivní	ne	1998	Liberec	46001	Milan Stegura	461;46900;68310;702;74300	Liberec	1998-08-19
neuv.	a.s.	25651480	Classic Bohemian Chandeliers, a.s. v likvidaci	Zprostředkování v oblasti nespecializovaného velkoobchodu za provizi; Nespecializovaný velkoobchod	aktivní	ne	1998	Liberec	46007	Jiří Pohl; Zdislav Cihlář; Jiří Bělský; Ladislav Mečíř	46190;46900	Liberec	1998-03-09
neuv.	s.r.o.	25651072	Czech Beer Alliance s.r.o.	Maloobchod; Poskytování ubytování; Pronájem a správa vlastních nebo pronajatých nemovitostí; Fotografické činnosti; Překladatelské a tlumočnické činnosti; Velkoobchod	aktivní	ne	1998	Liberec	46007	Lukáš Polák	47;55;6820;74200;74300;46	Liberec	1998-03-05
neuv.	s.r.o.	25603337	ELVAN, spol. s r.o.	Velkoobchod	aktivní	ne	1997	Liberec	46007	Aleš Jeřábek	46	Liberec	1997-08-21
neuv.	s.r.o.	25544021	CTNT, s.r.o., v likvidaci	Nespecializovaný velkoobchod; Počítačové programování, poradenství a související činnosti	aktivní	ne	1998			Jana Vančatová; Vlastimil Beran	46900;62090		1998-11-09
neuv.	s.r.o.	25540815	KOPPA Audit PWA, s.r.o.	Poradenství v oblasti podnikání a řízení podniků	aktivní	ne	1998	Liberec	46001	Jitka Vlčková Grohová	702	Liberec	1998-10-01
neuv.	s.r.o.	25511319	PC-DIR Progress, s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Příprava tisku a digitálních dat; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Vydávání knih, novin a ostatní vydavatelské činnosti, kromě vydávání softwaru; Pronájem a správa vlastních nebo pronajatých nemovitostí; Reklamní činnosti; Administrativní a kancelářské činnosti	aktivní	ano	1997	Liberec	46001	Simona Koublová; Jiří Kouble	00;18130;46900;471;581;6820;731;82110	Liberec	1997-12-10
neuv.	s.r.o.	25498495	C-M PrimaReal,  s.r.o.	Zprostředkování v oblasti nemovitostí; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody	aktivní	ne	2004	Liberec	46001	Petra Chlubnová	68310;68320	Liberec	2004-11-16
neuv.	s.r.o.	25497774	MUNDUS Facility Services s.r.o., v likvidaci	Účetnické a auditorské činnosti; daňové poradenství	aktivní	ne	2004	Liberec	46014	Lucie Krejčová	69200	Liberec	2004-11-15
neuv.	s.r.o.	25497669	MODERNÍ PROJEKTY s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Poskytování ubytování; Architektonické činnosti; Inženýrské činnosti a související technické poradenství	aktivní	ano	2004	Liberec	46001	Jan Malach	00;46900;471;55;71110;7112	Liberec	2004-11-01
neuv.	s.r.o.	25497481	REALITY BUDOUCNOSTI s.r.o.	Zprostředkování v oblasti nemovitostí; Pilařská výroba a impregnace dřeva; zpracování a konečná úprava dřeva; Činnosti reklamních agentur; Výroba oděvů; Nespecializovaný maloobchod; Fotografické činnosti; Inženýrské činnosti a související technické poradenství; Pronájem a správa vlastních nebo pronajatých nemovitostí; Nespecializovaný velkoobchod; Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Ostatní vzdělávání; Specializované návrhářské činnosti; Administrativní a kancelářské činnosti; Výroba obuvi	aktivní	ano	2004	Liberec	46001	Otakar Gráf	68310;16100;73110;14;471;74200;7112;6820;46900;00;855;74100;82110;152	Liberec	2004-11-16
neuv.	s.r.o.	25497111	ŠIMMI, s.r.o.	Výroba, obchod a služby neuvedené v přílohách 1 až 3 živnostenského zákona; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s ostatním novým zbožím; Ostatní ubytování; Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ne	2004	Liberec	46001	Pavel Mikez	00;46900;471;4778;55909;6820	Liberec	2004-10-21
neuv.	s.r.o.	25496310	RC TRANS s.r.o. v likvidaci	Ostatní pozemní osobní doprava j. n.	aktivní	ne	2004	Liberec	46010	Róbert Červeňák	49399	Liberec	2004-10-06
neuv.	s.r.o.	25494848	KONVEKTHERM, s.r.o.	Nespecializovaný velkoobchod; Maloobchod s ostatním novým zbožím	aktivní	ne	2004	Liberec	46008	Věra Hanousková	46900;4778	Liberec	2004-09-01
neuv.	s.r.o.	25494724	TP Industrial s.r.o.	Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Reklamní činnosti; Překladatelské a tlumočnické činnosti; Ostatní odborné, vědecké a technické činnosti j. n.; Činnosti cestovních agentur; Činnosti cestovních kanceláří	aktivní	ano	2004	Liberec	46007	Jiří Tužil; Stefan Adrian	461;46900;471;731;74300;74909;79110;79120	Liberec	2004-09-15
neuv.	s.r.o.	25494589	jaPUB s.r.o.	Shromažďování, úprava a distribuce vody; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Maloobchod s nápoji; Poskytování stravování v restauracích, u stánků a mobilních zařízení; Zprostředkování v oblasti nemovitostí; Ostatní činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Ostatní odborné, vědecké a technické činnosti j. n.; Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ano	2004	Liberec	46001	Pavel Pummer	36000;461;46900;471;47250;56100;68310;68320;74909;77290	Liberec	2004-09-02
neuv.	s.r.o.	25494562	www.ballet.cz s.r.o.	Velkoobchod; Výroba buničiny, papíru a lepenky; Výroba pryžových výrobků; Výroba plastových výrobků	aktivní	ne	2004			Vojtěch Stupka	46;171;221;222		2004-09-08
neuv.	s.r.o.	25494309	LINGUA BOHEMICA s.r.o.	Tisk a činnosti související s tiskem; Maloobchod s elektrospotřebiči a elektronikou převážně pro domácnost; Vydávání knih, novin a ostatní vydavatelské činnosti, kromě vydávání softwaru; Ostatní odborné, vědecké a technické činnosti; Překladatelské a tlumočnické činnosti; Ostatní vzdělávání	aktivní	ne	2004	Liberec	46001	Ivo Zelený; David Zelený	181;47540;581;74;74300;855	Liberec	2004-09-02
neuv.	s.r.o.	25493639	Van Gerner, s.r.o.	Pronájem a správa vlastních nebo pronajatých nemovitostí	aktivní	ne	2004	Liberec	46014	Lammert Jan Van Gerner	6820	Liberec	2004-08-13
neuv.	s.r.o.	25493531	SB 11 s.r.o.	Činnosti v oblasti nemovitostí na základě smlouvy nebo dohody	aktivní	ne	2004	Liberec	46311	Leona Moravcová	683	Liberec	2004-08-24
neuv.	s.r.o.	25493515	JOSEF KRUŽÍK s.r.o.	Pronájem a leasing výrobků pro osobní potřebu a převážně pro domácnost	aktivní	ne	2004			Josef Kružík	772		2004-08-06
neuv.	s.r.o.	25492896	ART 1 s.r.o.	Výstavba bytových a nebytových budov; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Architektonické činnosti; Inženýrské činnosti a související technické poradenství; Reklamní činnosti; Ostatní odborné, vědecké a technické činnosti j. n.; Administrativní a kancelářské činnosti	aktivní	ne	2004	Liberec	46001	Miroslav Kotík	4120;461;46900;471;71110;7112;731;7490;821	Liberec	2004-07-26
neuv.	s.r.o.	25491253	Stupka Chlazení, spol. s r.o.	Maloobchod s ostatním novým zbožím	aktivní	ne	2004	Liberec	46008		4778	Liberec	2004-07-10
neuv.	s.r.o.	25490869	TITAN ED s.r.o.	Výroba elektronických součástek a desek; Výroba měřicích, zkušebních a časoměrných přístrojů; Výroba ostatních elektrických zařízení; Výroba strojů a zařízení j. n.; Zprostředkování v oblasti velkoobchodu za provizi; Nespecializovaný velkoobchod; Nespecializovaný maloobchod; Počítačové programování, poradenství a související činnosti; Účetnické a auditorské činnosti; daňové poradenství; Inženýrské činnosti a související technické poradenství; Inženýrské činnosti a související technické poradenství	aktivní	ano	2004	Liberec	46010	Petr Tischer	261;265;27900;28;461;46900;471;620;69200;7112;71121	Liberec	2004-07-02
neuv.	s.r.o.	25490257	Liberecký servis VZV spol. s r.o. v likvidaci	Výroba kovových výrobků, kromě strojů a zařízení; Opravy a údržba motorových vozidel, kromě motocyklů	aktivní	ne	2004	Liberec	46010	Jana Šírová	25720;45200	Liberec	2004-06-02
neuv.	s.r.o.	25490214	RADOZ s.r.o.	Demolice a příprava staveniště; Činnosti v oblasti nemovitostí na základě smlouvy nebo dohody; Zprostředkování v oblasti nemovitostí	aktivní	ne	2004	Liberec	46007	Mariya Bentsa	431;683;68310	Liberec	2004-05-31
neuv.	s.r.o.	25489861	CRYSTAL LIGHT s.r.o.	Nespecializovaný velkoobchod	aktivní	ne	2004			Jindřich Vrabec	46900		2004-05-27
neuv.	s.r.o.	25489780	JAPI GROUP s.r.o.	Ostatní ubytování	aktivní	ano	2004	Liberec	46006	Miloslav Ježek; Petr Jakl	55909	Liberec	2004-05-31
neuv.	s.r.o.	25489071	SOLUM s.r.o. v likvidaci	Výstavba bytových a nebytových budov	aktivní	ne	2004	Liberec	46001		4120	Liberec	2004-05-11
neuv.	a.s.	25488350	1. Znalecká a.s.	Účetnické a auditorské činnosti; daňové poradenství; Ostatní odborné, vědecké a technické činnosti j. n.	aktivní	ano	2004	Liberec	46001	David Charousek	69200;7490	Liberec	2004-05-19
neuv.	s.r.o.	25487132	McCAN, s.r.o,	Výroba ostatních elektrických zařízení; Elektrické instalace; Maloobchod s ostatním novým zbožím; Reklamní činnosti	aktivní	ano	2004	Liberec	46001	Václav Černý	27900;43210;4778;731	Liberec	2004-04-02
neuv.	s.r.o.	25486217	KRUIZ s.r.o.	Demolice a příprava staveniště; Nespecializovaný velkoobchod; Zprostředkování v oblasti nemovitostí; Poradenství v oblasti podnikání a řízení podniků; Ostatní odborné, vědecké a technické činnosti; Překladatelské a tlumočnické činnosti	aktivní	ne	2004			Olha Mokan	431;46900;68310;702;74;74300		2004-03-19
